event_id,date,organizer,place,artist_id,fee
407,2017-07-31,Einstein Records,Lighthouse Theatre,97,38400.0
408,2017-06-06,Night Out London,The Ballroom South Bank,67,5300.0
409,2017-09-27,Hull McRoasted,Lexus Car Dealer Reading,103,4700.0
410,2017-08-04,Mirabelle Lafleur,The O2,109,7500.0
411,2017-08-06,Ultimate Entertainment Inc.,Lexus Car Dealer Reading,117,9500.0
412,2017-08-11,O-mega Events,Electric Brixton,101,8900.0
413,2017-09-29,Kenny Meyer,Kensington Conference and Event Centre,72,23800.0
414,2017-08-14,Moshpit Gigs Ltd.,Indigo at The O2,89,2000.0
415,2017-08-20,Mirabelle Lafleur,ILEC Conference Centre,151,16800.0
416,2017-08-25,Go All Out,Brewers Hall,140,19800.0
417,2017-09-09,Underground Action Lab,Puttshack Bank,131,8000.0
418,2017-09-01,Mile End Move It,The Amadeus,109,1900.0
419,2017-09-09,Event and Odd,EartH,54,8900.0
420,2017-09-02,Excellent Experiences Corp.,Lexus Car Dealer Reading,25,2200.0
421,2017-09-03,Kenny Meyer,The Octagon at QMUL,76,43700.0
422,2017-07-11,O-mega Events,The Dutch Hall,33,4100.0
423,2017-08-29,Urban Entertainment Inc.,Indigo at The O2,110,24800.0
424,2017-09-01,Hackney Events,The Covent Garden Comedy Cellar,48,9000.0
425,2017-09-12,LHC Encounters,Kensington Conference and Event Centre,159,2900.0
426,2017-09-13,Event and Odd,Dalston Roofpark,13,6700.0
427,2017-09-14,Underground Action Lab,The Amadeus,38,5900.0
428,2017-09-15,All Night Long Entertainment,Islington Assembly Hall,38,14200.0
429,2017-09-16,Event and Odd,Eventim Apollo,77,19500.0
430,2017-09-16,Let's!,Wembley Stadium,138,13000.0
431,2017-09-21,Eventually Ltd.,Linbury Theatre,99,15900.0
432,2017-09-21,Ultimate Entertainment Inc.,Eventim Apollo,158,5600.0
433,2017-09-27,Einstein Records,Wembley Stadium,152,19600.0
434,2017-08-02,The Night Sky,Lexus Car Dealer Reading,118,24400.0
435,2017-09-29,Mirabelle Lafleur,Backyard Comedy Club,10,3500.0
436,2017-08-12,special.co.uk,Cutty Sark,11,19500.0
437,2017-10-01,Night Out London,EartH,29,15700.0
438,2017-10-03,Yes and Yes,Kensington Conference and Event Centre,72,10300.0
439,2017-10-05,Mirabelle Lafleur,Events @ No 6,17,21400.0
440,2017-10-06,Arts On End,Curve Club,173,20800.0
441,2017-10-07,Mirabelle Lafleur,Lighthouse Theatre,68,2800.0
442,2017-10-12,Palavarium,Kensington Conference and Event Centre,129,1900.0
443,2017-10-12,The Night Sky,Courthouse Hotel Shoreditch,159,4700.0
444,2017-10-13,Shady Santa Ltd.,EartH,168,1900.0
445,2017-10-16,Hackney Events,Islington Assembly Hall,26,10500.0
446,2017-10-17,Hackney Events,Eventim Apollo,78,15200.0
447,2017-10-18,LHC Encounters,The Covent Garden Comedy Cellar,159,1900.0
448,2017-10-19,Pantomime Records,Dixie Queen,35,9600.0
449,2017-10-20,Mirabelle Lafleur,Curve Club,4,20600.0
450,2017-10-22,The Night Sky,The Bloomsbury Ballroom,21,9900.0
451,2017-10-22,O-mega Events,Boisdale of Canary Wharf,34,16200.0
452,2017-10-23,Go All Out,Linbury Theatre,111,25400.0
453,2017-10-23,Excellent Experiences Corp.,Electric Brixton,108,6800.0
454,2017-10-24,Ultimate Entertainment Inc.,London Museum Docklands,68,18000.0
455,2017-12-08,Mirabelle Lafleur,Backyard Comedy Club,55,6700.0
456,2017-10-26,Happy Hamsters,Events @ No 6,150,4700.0
457,2017-10-27,Happy Hamsters,Kensington Conference and Event Centre,21,30900.0
458,2017-10-29,LHC Encounters,EartH,95,39500.0
459,2017-11-20,Jacky Coyote,Eventim Apollo,118,21100.0
460,2017-11-04,O-mega Events,Boisdale of Canary Wharf,43,6500.0
461,2017-11-05,Einstein Records,The Amadeus,36,14300.0
462,2017-11-06,Einstein Records,Indigo at The O2,165,4100.0
463,2017-11-06,All Night Long Entertainment,Eventim Apollo,23,25000.0
464,2017-11-09,Event and Odd,BMA House,122,35400.0
465,2017-11-12,Palavarium,The O2,17,35100.0
466,2017-11-12,Ultimate Entertainment Inc.,The Amadeus,1,16000.0
467,2017-11-12,Palavarium,Abbey Road Studios,21,5100.0
468,2017-11-13,Eventually Ltd.,Lio London,40,4500.0
469,2017-11-14,Happy Hamsters,Abbey Road Studios,105,19100.0
470,2017-11-17,Night Out London,The Bloomsbury Ballroom,22,12900.0
471,2017-11-19,Urban Entertainment Inc.,Puttshack Bank,185,18300.0
472,2017-11-19,The Night Sky,Royal Albert Hall,103,2800.0
473,2017-12-14,Shady Santa Ltd.,Indigo at The O2,72,16000.0
474,2017-11-21,Night Out London,ABBA Arena,99,4900.0
475,2017-11-22,All Night Long Entertainment,The Dutch Hall,86,6000.0
476,2017-11-23,Mirabelle Lafleur,Indigo at The O2,181,2400.0
477,2017-11-24,Jacky Coyote,Lexus Car Dealer Reading,72,4200.0
478,2017-11-25,Palavarium,Lexus Car Dealer Reading,194,4900.0
479,2017-11-25,All Night Long Entertainment,Curve Club,76,20100.0
480,2017-11-26,Mirabelle Lafleur,VUE West End,132,2400.0
481,2017-11-26,Yes and Yes,Dixie Queen,20,38400.0
482,2017-11-30,Heaven & Sky,Marylebone Theatre,20,6400.0
483,2017-12-03,All Night Long Entertainment,Eventim Apollo,163,11100.0
484,2017-12-06,Kenny Meyer,Lio London,47,40100.0
485,2017-12-06,Heaven & Sky,Wembley Stadium,150,5300.0
486,2017-10-24,Mile End Move It,Indigo at The O2,17,6200.0
487,2017-12-09,Eventually Ltd.,Electric Brixton,27,26000.0
488,2017-12-11,Underground Action Lab,Islington Assembly Hall,197,3900.0
489,2017-12-12,Hull McRoasted,ABBA Arena,79,3500.0
490,2017-10-31,Hackney Events,Electric Brixton,63,3800.0
491,2017-12-15,Kenny Meyer,Brewers Hall,95,7900.0
492,2017-12-17,Moshpit Gigs Ltd.,Islington Assembly Hall,57,13000.0
493,2017-12-19,Event and Odd,Eventim Apollo,181,5500.0
494,2017-12-21,LHC Encounters,Abbey Road Studios,129,27500.0
495,2017-12-21,Ultimate Entertainment Inc.,Lio London,95,2600.0
496,2017-12-22,Happy Hamsters,Dixie Queen,51,14400.0
497,2017-12-24,Happy Hamsters,Wembley Stadium,112,17900.0
498,2017-12-26,Mirabelle Lafleur,Lio London,94,2700.0
499,2017-12-26,Night Out London,The Dutch Hall,72,6300.0
500,2017-12-27,Happy Hamsters,Boisdale of Canary Wharf,144,26300.0
501,2017-12-27,All Night Long Entertainment,Lio London,72,21300.0
502,2017-12-28,Einstein Records,Electric Brixton,127,10300.0
503,2017-12-28,Arts On End,Linbury Theatre,144,10000.0
504,2018-01-08,Underground Action Lab,King's Cross Vision Hall,48,13900.0
505,2018-01-13,Heaven & Sky,King's Cross Vision Hall,165,4300.0
506,2018-01-14,Event and Odd,Puttshack Bank,70,3600.0
507,2018-01-16,Night Out London,Wembley Stadium,72,2000.0
508,2018-01-17,Event and Odd,Curve Club,194,6800.0
509,2018-01-19,Kenny Meyer,Hijingo,23,31900.0
510,2018-02-24,Happy Hamsters,Dalston Roofpark,194,29900.0
511,2018-01-25,Urban Entertainment Inc.,Studio 338,109,23200.0
512,2018-01-27,Eventually Ltd.,Courthouse Hotel Shoreditch,185,13100.0
513,2018-01-26,LHC Encounters,ABBA Arena,105,13700.0
514,2018-03-09,Arts On End,Boisdale of Canary Wharf,128,47500.0
515,2018-01-29,Ultimate Entertainment Inc.,ABBA Arena,184,4800.0
516,2018-01-30,Ultimate Entertainment Inc.,Lexus Car Dealer Reading,194,4200.0
517,2018-02-01,LHC Encounters,Linbury Theatre,164,34200.0
518,2018-02-01,Mile End Move It,EartH,182,3900.0
519,2018-02-08,Hackney Events,Indigo at The O2,26,19900.0
520,2018-02-09,Event and Odd,EartH,107,8900.0
521,2018-02-15,Mile End Move It,London Museum Docklands,74,8900.0
522,2018-02-17,Kenny Meyer,VUE West End,134,15500.0
523,2018-02-21,special.co.uk,O2 Forum Kentish Town,192,10200.0
524,2018-02-22,Einstein Records,King's Cross Vision Hall,138,12200.0
525,2018-02-24,Event and Odd,Boisdale of Canary Wharf,133,17200.0
526,2018-01-20,Underground Action Lab,Hijingo,60,53800.0
527,2018-02-26,Moshpit Gigs Ltd.,Dixie Queen,35,18500.0
528,2018-03-01,Yes and Yes,Eventim Apollo,30,12200.0
529,2018-03-02,Mile End Move It,Puttshack Bank,64,45300.0
530,2018-03-03,Underground Action Lab,Barbican Centre,75,6200.0
531,2018-03-06,Arts On End,O2 Forum Kentish Town,50,5800.0
532,2018-03-06,Moshpit Gigs Ltd.,Eventim Apollo,134,4100.0
533,2018-03-08,Night Out London,Dalston Roofpark,95,5200.0
534,2018-03-08,Let's!,Linbury Theatre,149,19400.0
535,2018-04-15,Moshpit Gigs Ltd.,Hijingo,132,24400.0
536,2018-03-11,Let's!,The Covent Garden Comedy Cellar,68,2500.0
537,2018-03-12,All Night Long Entertainment,Marylebone Theatre,102,15400.0
538,2018-03-14,Pantomime Records,London Stadium,194,4800.0
539,2018-03-15,Mile End Move It,The Bloomsbury Ballroom,18,20000.0
540,2018-03-17,Shady Santa Ltd.,The Dutch Hall,109,28200.0
541,2018-03-22,Mile End Move It,Lexus Car Dealer Reading,55,16600.0
542,2018-03-24,Yes and Yes,Dalston Roofpark,2,24200.0
543,2018-03-27,Palavarium,Brewers Hall,62,5000.0
544,2018-05-25,The Night Sky,The Dutch Hall,3,25600.0
545,2018-03-31,Hackney Events,ABBA Arena,25,21000.0
546,2018-04-01,Let's!,Wembley Stadium,144,42100.0
547,2018-04-02,O-mega Events,Islington Assembly Hall,133,11900.0
548,2018-04-03,special.co.uk,Hijingo,69,17000.0
549,2018-04-06,Hull McRoasted,Linbury Theatre,138,5300.0
550,2018-04-07,Ultimate Entertainment Inc.,Puttshack Bank,138,15100.0
551,2018-04-07,O-mega Events,Indigo at The O2,55,4400.0
552,2018-04-07,Excellent Experiences Corp.,EartH,3,5800.0
553,2018-04-07,Yes and Yes,The Amadeus,83,4400.0
554,2018-04-08,Night Out London,Brewers Hall,118,2000.0
555,2018-04-10,Mile End Move It,BMA House,58,14000.0
556,2018-04-10,Pantomime Records,Hijingo,20,6500.0
557,2018-04-10,Shady Santa Ltd.,Kensington Conference and Event Centre,138,6100.0
558,2018-04-11,Pantomime Records,Studio 338,82,14500.0
559,2018-01-26,special.co.uk,O2 Forum Kentish Town,151,19200.0
560,2018-04-15,Eventually Ltd.,Dalston Roofpark,55,3100.0
561,2018-04-16,Mirabelle Lafleur,Dalston Roofpark,86,26300.0
562,2018-04-17,Excellent Experiences Corp.,Studio 338,81,2200.0
563,2018-04-18,Shady Santa Ltd.,ABBA Arena,37,4500.0
564,2018-04-19,Eventually Ltd.,Backyard Comedy Club,126,7200.0
565,2018-04-19,Pantomime Records,Big Belly Comedy Club,110,42500.0
566,2018-04-20,Einstein Records,Big Belly Comedy Club,194,12600.0
567,2018-04-22,The Night Sky,The Covent Garden Comedy Cellar,84,6800.0
568,2018-04-23,Night Out London,The Octagon at QMUL,109,8300.0
569,2018-04-26,All Night Long Entertainment,Islington Assembly Hall,17,20600.0
570,2018-04-29,Happy Hamsters,ILEC Conference Centre,133,36000.0
571,2018-04-29,Mile End Move It,The Bloomsbury Ballroom,29,5200.0
572,2018-04-30,Ultimate Entertainment Inc.,Abbey Road Studios,72,13600.0
573,2018-05-01,Excellent Experiences Corp.,Royal Albert Hall,34,25000.0
574,2018-05-03,Palavarium,VUE West End,26,6000.0
575,2018-05-04,Night Out London,Boisdale of Canary Wharf,95,19900.0
576,2018-05-14,special.co.uk,Linbury Theatre,115,7600.0
577,2018-05-28,Hackney Events,Copper Box Arena,168,22100.0
578,2018-05-16,All Night Long Entertainment,Lighthouse Theatre,181,5100.0
579,2018-05-18,Yes and Yes,Barbican Centre,36,9600.0
580,2018-05-18,Yes and Yes,O2 Forum Kentish Town,27,14700.0
581,2018-05-19,Night Out London,The Bloomsbury Ballroom,74,2000.0
582,2018-05-22,Excellent Experiences Corp.,The Amadeus,30,12100.0
583,2018-05-23,O-mega Events,The Amadeus,193,6100.0
584,2018-05-24,Event and Odd,Lexus Car Dealer Reading,105,10700.0
585,2018-03-31,Mirabelle Lafleur,ILEC Conference Centre,103,22200.0
586,2018-05-25,Jacky Coyote,Hijingo,47,19300.0
587,2018-05-26,Moshpit Gigs Ltd.,The Covent Garden Comedy Cellar,194,3600.0
588,2018-05-15,Event and Odd,Linbury Theatre,161,18300.0
589,2018-05-29,Let's!,The Amadeus,98,12600.0
590,2018-05-29,O-mega Events,Electric Brixton,102,6900.0
591,2018-05-30,Heaven & Sky,The Bloomsbury Ballroom,98,1700.0
592,2018-06-01,Ultimate Entertainment Inc.,Hijingo,27,42600.0
593,2018-06-02,Underground Action Lab,VUE West End,194,27400.0
594,2018-06-20,Arts On End,Abbey Road Studios,130,19100.0
595,2018-06-02,Happy Hamsters,Hijingo,179,15700.0
596,2018-06-03,Palavarium,Royal Albert Hall,61,6700.0
597,2018-06-04,Hackney Events,Lio London,145,8000.0
598,2018-06-02,Mirabelle Lafleur,Kensington Conference and Event Centre,190,24400.0
599,2018-06-06,Jacky Coyote,Lighthouse Theatre,92,18900.0
600,2018-06-07,Night Out London,The O2,20,4700.0
601,2018-07-05,Arts On End,Lighthouse Theatre,17,4800.0
602,2018-06-15,Hull McRoasted,Copper Box Arena,70,8100.0
603,2018-06-18,O-mega Events,Boisdale of Canary Wharf,168,13400.0
604,2018-06-05,The Night Sky,Linbury Theatre,48,34000.0
605,2018-06-20,Yes and Yes,Lexus Car Dealer Reading,72,12400.0
606,2018-07-21,Arts On End,Dalston Roofpark,26,15300.0
607,2018-06-22,Eventually Ltd.,ILEC Conference Centre,105,20100.0
608,2018-06-22,Event and Odd,Royal Albert Hall,34,4600.0
609,2018-06-23,Heaven & Sky,Barbican Centre,152,12300.0
610,2018-06-23,Kenny Meyer,The Ballroom South Bank,26,18000.0
611,2018-07-23,O-mega Events,Abbey Road Studios,145,6800.0
612,2018-08-11,Urban Entertainment Inc.,Lio London,119,6700.0
613,2018-08-25,Shady Santa Ltd.,VUE West End,58,13900.0
614,2018-07-01,Moshpit Gigs Ltd.,O2 Forum Kentish Town,82,5900.0
615,2018-07-02,Urban Entertainment Inc.,Big Belly Comedy Club,152,20600.0
616,2018-07-03,Go All Out,Studio 338,195,27300.0
617,2018-06-25,Mile End Move It,The Dutch Hall,168,11600.0
618,2018-07-05,Ultimate Entertainment Inc.,ILEC Conference Centre,194,20100.0
619,2018-07-12,Jacky Coyote,Brewers Hall,151,4900.0
620,2018-07-13,special.co.uk,The O2,0,4100.0
621,2018-07-18,special.co.uk,Events @ No 6,153,5500.0
622,2018-07-19,Mirabelle Lafleur,Marylebone Theatre,16,3900.0
623,2018-06-21,Mirabelle Lafleur,BMA House,105,2400.0
624,2018-07-20,Let's!,Boisdale of Canary Wharf,42,4600.0
625,2018-09-01,Urban Entertainment Inc.,Lio London,165,2700.0
626,2018-07-20,Heaven & Sky,Puttshack Bank,29,29300.0
627,2018-06-11,Jacky Coyote,EartH,163,19000.0
628,2018-07-26,All Night Long Entertainment,The Covent Garden Comedy Cellar,30,24800.0
629,2018-07-26,All Night Long Entertainment,Marylebone Theatre,91,12700.0
630,2018-07-26,Hull McRoasted,King's Cross Vision Hall,115,16700.0
631,2018-08-13,Palavarium,Backyard Comedy Club,170,5100.0
632,2018-07-29,Let's!,Backyard Comedy Club,108,12000.0
633,2018-07-30,Hull McRoasted,Kensington Conference and Event Centre,127,30400.0
634,2018-07-31,Mile End Move It,King's Cross Vision Hall,73,30200.0
635,2018-08-03,Arts On End,Hijingo,194,27200.0
636,2018-09-24,Jacky Coyote,Curve Club,9,3600.0
637,2018-08-04,Jacky Coyote,Curve Club,33,6100.0
638,2018-08-04,Urban Entertainment Inc.,Hijingo,143,2000.0
639,2018-08-08,Arts On End,The Octagon at QMUL,92,6800.0
640,2018-08-10,Ultimate Entertainment Inc.,Wembley Stadium,171,17100.0
641,2018-06-26,Happy Hamsters,The Octagon at QMUL,13,6200.0
642,2018-08-13,Excellent Experiences Corp.,Eventim Apollo,143,5900.0
643,2018-07-27,special.co.uk,Puttshack Bank,72,25000.0
644,2018-08-13,Yes and Yes,The Dutch Hall,120,7700.0
645,2018-08-12,Happy Hamsters,Marylebone Theatre,198,5700.0
646,2018-08-15,Urban Entertainment Inc.,VUE West End,119,26200.0
647,2018-08-15,Arts On End,Royal Albert Hall,162,45200.0
648,2018-08-16,special.co.uk,Wembley Stadium,52,31200.0
649,2018-08-17,Ultimate Entertainment Inc.,Cutty Sark,105,2500.0
650,2018-08-20,Let's!,ABBA Arena,116,15000.0
651,2018-08-20,Let's!,VUE West End,31,11600.0
652,2018-08-21,Mirabelle Lafleur,Hijingo,152,8500.0
653,2018-08-23,Pantomime Records,Eventim Apollo,45,6600.0
654,2018-08-24,Mile End Move It,Brewers Hall,87,6800.0
655,2018-06-29,Underground Action Lab,Lio London,92,3900.0
656,2018-09-17,Mile End Move It,Linbury Theatre,25,3900.0
657,2018-08-30,Mirabelle Lafleur,Big Belly Comedy Club,194,30000.0
658,2018-08-31,O-mega Events,Hijingo,194,1700.0
659,2018-07-22,Go All Out,Brewers Hall,125,5400.0
660,2018-09-04,Hackney Events,Islington Assembly Hall,110,17500.0
661,2018-09-08,Palavarium,London Stadium,156,4500.0
662,2018-09-10,Urban Entertainment Inc.,The Covent Garden Comedy Cellar,189,3700.0
663,2018-09-11,Kenny Meyer,O2 Forum Kentish Town,165,22400.0
664,2018-09-12,Mile End Move It,Dixie Queen,165,8100.0
665,2018-09-15,Einstein Records,Puttshack Bank,75,5000.0
666,2018-09-15,Mile End Move It,The Covent Garden Comedy Cellar,52,21700.0
667,2018-09-16,Shady Santa Ltd.,Lighthouse Theatre,119,6400.0
668,2018-08-28,All Night Long Entertainment,Big Belly Comedy Club,42,22700.0
669,2018-09-17,Shady Santa Ltd.,Kensington Conference and Event Centre,103,2800.0
670,2018-09-18,Mirabelle Lafleur,VUE West End,86,10400.0
671,2018-09-19,LHC Encounters,Brewers Hall,11,34300.0
672,2018-09-21,Einstein Records,ABBA Arena,152,19200.0
673,2018-09-23,Excellent Experiences Corp.,The Amadeus,190,14100.0
674,2018-08-03,The Night Sky,Copper Box Arena,195,37500.0
675,2018-09-25,Urban Entertainment Inc.,The Ballroom South Bank,36,3100.0
676,2018-09-27,Hull McRoasted,London Stadium,28,2900.0
677,2018-09-30,Happy Hamsters,Backyard Comedy Club,204,7100.0
678,2018-09-30,Night Out London,The Covent Garden Comedy Cellar,21,21000.0
679,2018-11-24,Hackney Events,Boisdale of Canary Wharf,158,6900.0
680,2018-10-01,Let's!,London Stadium,92,9400.0
681,2018-10-02,Mirabelle Lafleur,Linbury Theatre,30,1800.0
682,2018-10-05,Kenny Meyer,London Stadium,69,21100.0
683,2018-10-06,Pantomime Records,Royal Albert Hall,7,6800.0
684,2018-10-09,Let's!,Wembley Stadium,151,20700.0
685,2018-10-13,special.co.uk,Lighthouse Theatre,77,14600.0
686,2018-10-19,Yes and Yes,Cutty Sark,48,4800.0
687,2018-10-26,Underground Action Lab,Barbican Centre,185,7300.0
688,2018-10-27,Ultimate Entertainment Inc.,Hijingo,38,7500.0
689,2018-10-31,Arts On End,Eventim Apollo,61,38400.0
690,2018-11-01,Brutal Tunes Inc.,O2 Forum Kentish Town,215,4100.0
691,2018-11-03,Excellent Experiences Corp.,The Octagon at QMUL,190,5000.0
692,2018-11-07,Eventually Ltd.,Lio London,140,8000.0
693,2018-11-10,Mirabelle Lafleur,Islington Assembly Hall,95,16900.0
694,2018-11-13,Palavarium,Dalston Roofpark,34,6800.0
695,2018-11-13,Mile End Move It,Alexandra Palace,2,37900.0
696,2018-11-16,O-mega Events,The Bloomsbury Ballroom,165,9500.0
697,2018-11-17,Mirabelle Lafleur,Electric Brixton,94,13000.0
698,2018-11-22,Urban Entertainment Inc.,VUE West End,112,25500.0
699,2018-11-22,Jacky Coyote,Puttshack Bank,97,35700.0
700,2018-11-23,Happy Hamsters,Eventim Apollo,0,39800.0
701,2018-11-23,Brutal Tunes Inc.,Alexandra Palace,36,6900.0
702,2018-09-30,Pantomime Records,Hijingo,139,23600.0
703,2018-11-28,Go All Out,Dixie Queen,136,6200.0
704,2018-11-28,Let's!,Islington Assembly Hall,162,3400.0
705,2018-11-30,All Night Long Entertainment,The Octagon at QMUL,185,2200.0
706,2018-11-30,Yes and Yes,Islington Assembly Hall,111,21300.0
707,2018-12-05,Night Out London,Barbican Centre,30,26300.0
708,2018-12-06,Jacky Coyote,Abbey Road Studios,181,14700.0
709,2018-12-07,special.co.uk,ABBA Arena,75,9900.0
710,2018-12-08,Einstein Records,Curve Club,39,3000.0
711,2018-12-11,Palavarium,Royal Albert Hall,195,17700.0
712,2018-12-12,Mile End Move It,London Museum Docklands,150,7200.0
713,2018-12-16,Happy Hamsters,O2 Forum Kentish Town,180,22300.0
714,2018-12-17,Jacky Coyote,The Amadeus,185,53000.0
715,2018-12-17,Moshpit Gigs Ltd.,Abbey Road Studios,145,4700.0
716,2018-12-17,The Night Sky,King's Cross Vision Hall,203,13100.0
717,2018-12-18,Ultimate Entertainment Inc.,Abbey Road Studios,130,18600.0
718,2018-12-20,Jacky Coyote,The Octagon at QMUL,92,3800.0
719,2018-12-21,Jacky Coyote,Dalston Roofpark,17,22100.0
720,2018-12-30,Underground Action Lab,Barbican Centre,145,6500.0
721,2018-12-31,Event and Odd,Barbican Centre,185,10700.0
722,2019-02-19,special.co.uk,Copper Box Arena,96,5100.0
723,2019-02-27,O-mega Events,Alexandra Palace,59,10100.0
724,2019-01-03,Shady Santa Ltd.,Marylebone Theatre,157,3700.0
725,2019-01-03,Shady Santa Ltd.,Courthouse Hotel Shoreditch,105,6100.0
726,2019-01-06,The Night Sky,Puttshack Bank,185,10800.0
727,2019-01-07,Urban Entertainment Inc.,London Museum Docklands,214,22100.0
728,2019-01-07,special.co.uk,Alexandra Palace,149,5000.0
729,2019-01-09,Shady Santa Ltd.,Events @ No 6,80,18100.0
730,2019-01-11,Let's!,London Stadium,185,27900.0
731,2019-01-11,Happy Hamsters,Lighthouse Theatre,61,12000.0
732,2019-01-11,Jacky Coyote,The O2,102,19800.0
733,2019-01-20,Mirabelle Lafleur,The Dutch Hall,166,20000.0
734,2019-01-15,Let's!,Marylebone Theatre,139,25300.0
735,2019-01-16,Einstein Records,Dixie Queen,21,17300.0
736,2019-01-17,Hull McRoasted,The Ballroom South Bank,164,32500.0
737,2019-03-10,Brutal Tunes Inc.,Royal Albert Hall,132,16000.0
738,2019-01-19,Shady Santa Ltd.,Backyard Comedy Club,42,20500.0
739,2019-01-14,All Night Long Entertainment,Courthouse Hotel Shoreditch,143,3400.0
740,2019-01-22,Underground Action Lab,London Museum Docklands,69,19300.0
741,2019-01-24,LHC Encounters,Brewers Hall,180,5900.0
742,2019-01-25,Yes and Yes,London Museum Docklands,132,6400.0
743,2019-01-02,Moshpit Gigs Ltd.,O2 Forum Kentish Town,115,12200.0
744,2019-01-30,Mile End Move It,The O2,52,11300.0
745,2019-02-04,Let's!,Kensington Conference and Event Centre,121,19200.0
746,2019-02-05,Mile End Move It,O2 Forum Kentish Town,115,35500.0
747,2019-02-05,Pantomime Records,Copper Box Arena,3,25300.0
748,2019-02-08,All Night Long Entertainment,Islington Assembly Hall,184,1600.0
749,2019-02-09,Mile End Move It,Abbey Road Studios,140,5900.0
750,2019-02-10,Underground Action Lab,BMA House,55,9700.0
751,2019-04-09,Eventually Ltd.,Brewers Hall,102,3800.0
